What distinguishes a physical ETF from a synthetic ETF?,Physical ETFs hold actual underlying assets while synthetic ETFs use derivatives,Physical ETFs are traded on exchanges while synthetic ETFs are not,Physical ETFs are actively managed while synthetic ETFs are passively managed,Physical ETFs use leverage while synthetic ETFs do not,Physical ETFs hold actual underlying assets while synthetic ETFs use derivatives,Investment Funds
What is the "Law of One Price" in relation to exchange rates?,The principle that identical goods should cost the same in different countries when expressed in the same currency,The rule that currencies must be exchanged at officially set rates,The concept that all currency conversions must charge the same fee,The requirement that all forex trades be executed at the same price,The principle that identical goods should cost the same in different countries when expressed in the same currency,Foreign Exchange
Which type of investment style focuses on buying shares that are rising in price with the expectation the trend will continue?,Value investing,Growth investing,Momentum investing,Contrarian investing,Momentum investing,Investment Funds
What is mark-to-market in futures trading?,The process of calculating profits when the contract expires,Daily adjustment of margin accounts based on price movements,The process of delivery of physical assets,The calculation of contract fees,Daily adjustment of margin accounts based on price movements,Derivatives
What is the difference between a call option and a put option?,A call gives the right to buy while a put gives the right to sell,A call requires immediate delivery while a put allows delayed delivery,A call is traded on exchanges while a put is traded OTC,A call has standardized terms while a put has customized terms,A call gives the right to buy while a put gives the right to sell,Derivatives
Which of the following best describes a managed float exchange rate regime?,Exchange rates are fixed at a specific value,Exchange rates are determined solely by market forces,Exchange rates fluctuate but central banks intervene occasionally to stabilize the currency,Exchange rates are pegged to a basket of commodities,Exchange rates fluctuate but central banks intervene occasionally to stabilize the currency,Foreign Exchange
What does "going short" in a futures contract mean?,Buying a contract expecting prices to rise,Selling a contract expecting prices to fall,Holding a contract for less than one week,Buying a contract with funds borrowed from a broker,Selling a contract expecting prices to fall,Derivatives
How are zero-coupon Treasury Bills typically priced?,At a premium to par value,At a discount to par value,At par value with regular interest payments,At variable rates linked to inflation,At a discount to par value,Cash Deposits
What distinguishes an active investment management approach from a passive one?,Active management aims to match market performance while passive aims to beat it,Active management has higher fees while passive has lower fees,Active management attempts to outperform benchmarks while passive aims to track them,Active management is only for institutional investors while passive is for retail investors,Active management attempts to outperform benchmarks while passive aims to track them,Investment Funds
What happens if a margin call in futures trading is not met?,The contract is automatically extended,The trader is given 30 days to comply,The position is liquidated,Trading privileges are suspended for one month,The position is liquidated,Derivatives
Which of the following is NOT one of the three types of FX rate risk?,Transaction risk,Translation risk,Economic risk,Regulatory risk,Regulatory risk,Foreign Exchange
What is the primary benefit of investing in a Collective Investment Scheme?,Direct control over investment decisions,Guaranteed returns,Diversification across asset classes and markets,Lower tax liability,Diversification across asset classes and markets,Investment Funds
In the currency pair GBP/JPY which currency is the quote currency?,British Pound,Japanese Yen,Both currencies,Neither currency,Japanese Yen,Foreign Exchange
How does a Credit Default Swap function?,Buyer pays periodic fee to seller for protection against credit events,Buyer exchanges fixed interest payments for floating interest payments,Buyer receives periodic payments from seller to compensate for exchange rate risks,Buyer exchanges one currency's cash flows for another currency's cash flows,Buyer pays periodic fee to seller for protection against credit events,Derivatives
What is the primary purpose of commercial paper for companies?,To raise long-term capital,To satisfy short-term borrowing needs,To hedge against commodity price risks,To issue common stock,To satisfy short-term borrowing needs,Cash Deposits
Which of the following investment fund types is close-ended with a fixed number of shares?,Unit Trust,OEIC,Investment Trust,ETF,Investment Trust,Investment Funds
How is currency appreciation typically calculated?,New rate minus old rate divided by old rate,New rate minus old rate,Old rate minus new rate divided by new rate,New rate divided by old rate,New rate minus old rate divided by old rate,Foreign Exchange
What is the key advantage of Treasury Bills over other money market instruments?,Higher returns,Greater liquidity,Lower default risk,Longer maturities,Lower default risk,Cash Deposits
What is the difference between a synthetic ETF and a physical ETF?,Synthetic ETFs use derivatives while physical ETFs hold actual assets,Synthetic ETFs are cheaper while physical ETFs are more expensive,Synthetic ETFs track global indices while physical ETFs track domestic indices,Synthetic ETFs are regulated while physical ETFs are unregulated,Synthetic ETFs use derivatives while physical ETFs hold actual assets,Investment Funds
How do futures contracts differ from forward contracts?,Futures are standardized and exchange-traded while forwards are customized and OTC,Futures are only for commodities while forwards are only for currencies,Futures require full payment upfront while forwards require no initial payment,Futures are only for hedging while forwards are only for speculation,Futures are standardized and exchange-traded while forwards are customized and OTC,Derivatives
What is Purchasing Power Parity used for in exchange rates?,To determine the exchange rate that would equalize prices of goods between countries,To calculate profit margins on currency trades,To set interest rates for central banks,To measure foreign direct investment flows,To determine the exchange rate that would equalize prices of goods between countries,Foreign Exchange
What is a key feature of hedge funds compared to mutual funds?,Lower minimum investment requirements,Greater regulatory oversight,Ability to use leverage and more complex strategies,Focus on passive management,Ability to use leverage and more complex strategies,Investment Funds
What are the three basic characteristics of money market securities?,High default risk; long maturities; small denominations,Low default risk; short maturities; large denominations,High returns; high liquidity; high risk,Low returns; low liquidity; low risk,Low default risk; short maturities; large denominations,Cash Deposits
What happens to interest rates in countries with fixed exchange rate regimes?,They are determined independently by each country,They must be coordinated with trading partners,They must follow those of the country to which the currency is pegged,They have no effect on exchange rates,They must follow those of the country to which the currency is pegged,Foreign Exchange
What distinguishes a bottom-up investment approach from a top-down approach?,Bottom-up focuses on macroeconomic factors first while top-down starts with individual companies,Bottom-up focuses on individual companies first while top-down starts with macroeconomic factors,Bottom-up is only used for bonds while top-down is used for equities,Bottom-up is passive while top-down is active,Bottom-up focuses on individual companies first while top-down starts with macroeconomic factors,Investment Funds
How is the value of an interest rate swap determined?,By comparing the net present values of fixed and floating rate payment streams,By calculating the difference between spot and forward rates,By measuring the credit risk of both counterparties,By evaluating the liquidity of the underlying bonds,By comparing the net present values of fixed and floating rate payment streams,Derivatives
Why are money market funds often used by corporate treasurers?,To maximize long-term capital growth,To achieve high returns through aggressive strategies,To earn interest on surplus cash while maintaining liquidity,To reduce tax liabilities on investment income,To earn interest on surplus cash while maintaining liquidity,Cash Deposits
What is a direct quote in foreign exchange?,The exchange rate expressed as domestic currency per unit of foreign currency,The exchange rate expressed as foreign currency per unit of domestic currency,The exchange rate without commission,The exchange rate including all transaction costs,The exchange rate expressed as domestic currency per unit of foreign currency,Foreign Exchange
What is the primary difference between venture capital and private equity funds?,Venture capital invests in mature companies while private equity invests in startups,Venture capital focuses on debt while private equity focuses on equity,Venture capital targets early-stage companies while private equity targets established companies,Venture capital is regulated while private equity is unregulated,Venture capital targets early-stage companies while private equity targets established companies,Investment Funds
In options trading what is a straddle strategy?,Buying both call and put options on the same underlying asset,Buying call options on multiple different assets,Selling a call option while buying the underlying asset,Buying options with different strike prices but the same expiration date,Buying both call and put options on the same underlying asset,Derivatives
What is the settlement timeframe for most spot foreign exchange transactions?,Same day,Next day,Two business days,Three business days,Two business days,Foreign Exchange
How do Certificates of Deposit differ from regular bank deposits?,CDs can be traded in secondary markets while regular deposits cannot,CDs always offer variable interest rates while regular deposits offer fixed rates,CDs have no minimum deposit requirements while regular deposits do,CDs are not insured while regular deposits are,CDs can be traded in secondary markets while regular deposits cannot,Cash Deposits
What is the primary difference between contrarian investing and momentum investing?,Contrarians buy falling stocks while momentum investors buy rising ones,Contrarians focus on technical analysis while momentum investors use fundamental analysis,Contrarians are long-term investors while momentum investors are short-term traders,Contrarians invest in bonds while momentum investors focus on equities,Contrarians buy falling stocks while momentum investors buy rising ones,Investment Funds
What is the main purpose of daily mark-to-market in futures trading?,To provide price transparency,To collect exchange fees,To adjust margin accounts based on price movements,To calculate brokerage commissions,To adjust margin accounts based on price movements,Derivatives
How does the Law of One Price relate to Purchasing Power Parity?,Law of One Price applies to individual goods while PPP applies to general price levels,Law of One Price is enforced by regulators while PPP is a natural market force,Law of One Price only applies to commodities while PPP applies to all goods and services,Law of One Price is a long-term concept while PPP is short-term,Law of One Price applies to individual goods while PPP applies to general price levels,Foreign Exchange
What distinguishes a REIT from other types of investment trusts?,REITs invest primarily in real estate assets,REITs are always actively managed,REITs cannot use leverage,REITs cannot be publicly traded,REITs invest primarily in real estate assets,Investment Funds
What is the risk of securities quoted on a discount basis like Treasury Bills?,Credit risk of issuer,Interest rate risk,Exchange rate risk,Commodity price risk,Interest rate risk,Cash Deposits
What does it mean when a trader takes a "long" position in a swap contract?,They pay fixed rate and receive floating rate,They pay floating rate and receive fixed rate,They pay in one currency and receive in another,They receive payments at the beginning and make payments at the end,They pay fixed rate and receive floating rate,Derivatives
What factors would typically cause a currency to appreciate?,Higher domestic inflation; increased import demand; decreased productivity,Lower domestic inflation; decreased import demand; increased productivity,Lower interest rates; trade deficits; increased taxation,Higher unemployment; increased government spending; decreased exports,Lower domestic inflation; decreased import demand; increased productivity,Foreign Exchange
What is a key characteristic of value investing as an investment style?,Focusing on companies with strong growth prospects regardless of current price,Buying shares that have recently increased in price,Selecting shares that appear undervalued relative to their intrinsic worth,Investing only in dividend-paying stocks,Selecting shares that appear undervalued relative to their intrinsic worth,Investment Funds
What typically happens to the value of money market instruments when interest rates rise?,Values increase,Values decrease,Values remain unchanged,Values become more volatile,Values decrease,Cash Deposits
What is the key advantage of Exchange Traded Funds compared to traditional mutual funds?,Higher potential returns,Lower management fees and greater liquidity,More active management,Better tax advantages,Lower management fees and greater liquidity,Investment Funds
How do options differ from futures in terms of obligation?,Options give the right but not obligation to trade while futures create an obligation,Options require physical delivery while futures are cash-settled,Options are only for commodities while futures are for financial instruments,Options are OTC while futures are exchange-traded,Options give the right but not obligation to trade while futures create an obligation,Derivatives
What is the relationship between interest rates and exchange rates according to Interest Rate Parity?,Higher interest rates lead to currency depreciation in the long run,Higher interest rates lead to currency appreciation in the long run,Interest rates have no consistent effect on exchange rates,Interest rate differentials should be offset by expected changes in exchange rates,Interest rate differentials should be offset by expected changes in exchange rates,Foreign Exchange
Which derivative instrument allows the right but not the obligation to sell an asset at a predetermined price?,Call option,Put option,Forward contract,Futures contract,Put option,Derivatives
What is dual pricing in the context of unit trusts?,The practice of charging different fees to institutional and retail investors,The use of two different currencies for valuation,Charging separate prices for buying and selling units,Publishing both pre-tax and post-tax returns,Charging separate prices for buying and selling units,Investment Funds
What is one of the key advantages of cash deposits?,Potential for high returns,Protection against inflation,Liquidity and safety,Tax-free growth,Liquidity and safety,Cash Deposits
In swap contracts what does it mean to be "short" in the swap?,Paying fixed rate and receiving floating rate,Paying floating rate and receiving fixed rate,Being the party that initiated the swap,Having a swap with maturity less than one year,Paying fixed rate and receiving floating rate,Derivatives
What is a main function of the foreign exchange market?,To set interest rates for central banks,To regulate international trade,To convert one country's currency into another,To control inflation rates,To convert one country's currency into another,Foreign Exchange
How are Commercial Papers typically issued?,Through public offerings on stock exchanges,Directly by corporations at a discount to face value,With government guarantees,With regular interest payments,Directly by corporations at a discount to face value,Cash Deposits
What is the primary difference between active and passive investment management?,Active management attempts to match market returns while passive beats the market,Active management has lower fees while passive has higher fees,Active management tries to outperform benchmarks while passive tracks them,Active management is only available to institutional investors,Active management tries to outperform benchmarks while passive tracks them,Investment Funds
What happens in a credit event related to a Credit Default Swap?,The swap automatically terminates without payment,The swap continues but payments are suspended,The protection seller makes the agreed payment to the buyer,The protection buyer makes an additional payment to the seller,The protection seller makes the agreed payment to the buyer,Derivatives
What causes a currency to be quoted at a forward discount?,Higher interest rates in the home country than the foreign country,Lower interest rates in the home country than the foreign country,Equal interest rates in both countries,Higher inflation in the foreign country only,Higher interest rates in the home country than the foreign country,Foreign Exchange
What are Treasury Bills primarily used for in financial markets?,Corporate short-term funding,Government long-term borrowing,Government short-term borrowing,Corporate bond issuance,Government short-term borrowing,Cash Deposits
Which investment style involves buying stocks that are out of favor with the market?,Growth investing,Momentum investing,Value investing,Contrarian investing,Contrarian investing,Investment Funds
How do futures contracts handle price fluctuations on a daily basis?,Through end-of-contract settlement only,Through daily mark-to-market adjustments,Through monthly interest payments,Through annual revaluation,Through daily mark-to-market adjustments,Derivatives
What does a direct quotation in foreign exchange mean?,Exchange rate expressed as domestic currency per unit of foreign currency,Exchange rate expressed as foreign currency per unit of domestic currency,Exchange rate quoted by central banks only,Exchange rate without any commission,Exchange rate expressed as domestic currency per unit of foreign currency,Foreign Exchange
What is the main purpose of Money Market Funds?,Long-term capital growth,High-yield investment,Portfolio diversification,Short-term liquidity and income preservation,Short-term liquidity and income preservation,Cash Deposits
Which type of investment fund is characterized by having a fixed number of shares and trading on a stock exchange?,Unit trust,OEIC,ETF,Investment trust,Investment trust,Investment Funds
What is the primary role of the clearinghouse in futures trading?,Setting contract specifications,Matching buyers and sellers,Eliminating counterparty risk,Determining daily prices,Eliminating counterparty risk,Derivatives
What does the Interest Parity Condition establish in foreign exchange markets?,The relationship between spot and forward exchange rates based on interest rate differentials,The minimum interest rate a central bank must maintain,The maximum amount of currency that can be exchanged daily,The optimal time to convert currencies,The relationship between spot and forward exchange rates based on interest rate differentials,Foreign Exchange
What is the main risk associated with investing in money market instruments?,Inflation risk reducing real returns,Default risk of issuer,Liquidity risk in secondary markets,Exchange rate risk,Inflation risk reducing real returns,Cash Deposits
What distinguishes hedge funds from traditional investment funds?,Lower minimum investment requirements,Less regulation and more investment flexibility,Greater transparency,Focus on passive investment strategies,Less regulation and more investment flexibility,Investment Funds
What is the difference between options and futures regarding premium payment?,Options require upfront premium payment while futures do not,Futures require upfront premium payment while options do not,Both require upfront premium payment,Neither requires upfront premium payment,Options require upfront premium payment while futures do not,Derivatives
What is economic risk in foreign exchange?,Risk from day-to-day currency fluctuations,Risk from currency movements between agreement and payment dates,Risk from long-term shifts in exchange rates affecting business competitiveness,Risk from regulations restricting currency conversion,Risk from long-term shifts in exchange rates affecting business competitiveness,Foreign Exchange
What is a key advantage of Certificates of Deposit over regular bank deposits?,Higher guaranteed returns,Government backing only for CDs,Ability to be traded before maturity,No minimum deposit requirements,Ability to be traded before maturity,Cash Deposits
What strategy does full replication refer to in ETF management?,Using derivatives to replicate index performance,Buying every security in the index according to its weight,Selecting a representative sample of securities from the index,Using computer models to mimic index characteristics,Buying every security in the index according to its weight,Investment Funds
In options terminology what is meant by "writing" an option?,Purchasing an option contract,Selling an option contract,Exercising an option contract,Analyzing an option's potential returns,Selling an option contract,Derivatives
How are exchange rates impacted when a country's productivity increases relative to other countries?,Its currency tends to depreciate,Its currency tends to appreciate,Exchange rates remain unaffected,Interest rates must increase,Its currency tends to appreciate,Foreign Exchange
How do Money Market Funds typically generate returns for investors?,Capital appreciation of underlying assets,Dividend income from equity investments,Interest income from short-term debt securities,Profits from currency trading,Interest income from short-term debt securities,Cash Deposits
What is a key feature of Exchange Traded Funds compared to mutual funds?,Higher management fees,Less tax efficiency,Greater intraday liquidity,Lower diversification,Greater intraday liquidity,Investment Funds
What is the primary purpose of forward contracts in derivatives markets?,To provide leverage for speculators,To hedge against future price fluctuations,To generate regular income,To avoid regulatory requirements,To hedge against future price fluctuations,Derivatives
What does Purchasing Power Parity theory suggest about exchange rates?,Exchange rates should stabilize at levels where equivalent goods cost the same in different countries,Exchange rates should be fixed by central banks,Exchange rates should follow interest rate differentials exactly,Exchange rates should reflect government policies only,Exchange rates should stabilize at levels where equivalent goods cost the same in different countries,Foreign Exchange
What are the three basic characteristics of money market securities according to textbooks?,High returns; high risk; high volatility,Large denominations; low default risk; short maturities,Small denominations; medium risk; long maturities,Variable returns; high liquidity; medium-term maturities,Large denominations; low default risk; short maturities,Cash Deposits
What is core-satellite investing in portfolio management?,Investing only in blue-chip companies,Combining passive index investing with active management,Alternating between bonds and equities based on market conditions,Focusing investments in a single geographic region,Combining passive index investing with active management,Investment Funds
How do interest rate swaps help companies manage risk?,By eliminating foreign exchange exposure,By providing protection against commodity price changes,By allowing conversion between fixed and floating interest rate obligations,By guaranteeing investment returns,By allowing conversion between fixed and floating interest rate obligations,Derivatives
What factor would cause a currency to depreciate?,Decreased import demand,Increased productivity,Decreased domestic inflation,Increased export demand,Increased import demand,Foreign Exchange
Which money market instrument is considered to have the lowest default risk?,Commercial Paper,Bankers' Acceptances,Repurchase Agreements,Treasury Bills,Treasury Bills,Cash Deposits
What distinguishes a UCITS fund in the investment world?,It can only invest in U.S. securities,It follows specific EU regulatory standards for investor protection,It must be actively managed,It can only be sold to institutional investors,It follows specific EU regulatory standards for investor protection,Investment Funds
What is the main difference between a currency swap and an interest rate swap?,Currency swaps exchange payments in different currencies while interest rate swaps are in the same currency,Currency swaps are short-term while interest rate swaps are long-term,Currency swaps are traded on exchanges while interest rate swaps are OTC,Currency swaps are regulated while interest rate swaps are not,Currency swaps exchange payments in different currencies while interest rate swaps are in the same currency,Derivatives
How does a country's central bank intervene in a managed float exchange rate system?,By changing interest rates only,By buying or selling its own currency in forex markets,By imposing capital controls,By adjusting tax rates on foreign investments,By buying or selling its own currency in forex markets,Foreign Exchange
What is the typical minimum denomination for Treasury Bills in the UK market?,£100,£1000,£5000,£25000,£5000,Cash Deposits
What is the difference between synthetic and physical ETF replication methods?,Synthetic uses derivatives while physical holds actual assets,Synthetic holds actual assets while physical uses computer models,Synthetic focuses on domestic markets while physical targets international markets,Synthetic is for retail investors while physical is for institutional investors,Synthetic uses derivatives while physical holds actual assets,Investment Funds
What is the primary purpose of forward contracts in derivatives markets?,To provide leverage for speculators,To hedge against future price fluctuations,To generate regular income,To avoid regulatory requirements,To hedge against future price fluctuations,Derivatives
